ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
15923,Happy 80th b-day to my mom today! And happy 22nd anniversary to my hero hubby today!,other,na,positive,na,na,joy
15924,"The transition is nearly complete. Mirror, mirror, on the wall... I am my mother after all.",other,na,neut,na,na,sadness
15925,One thing I fear once 20 years from now. Not being able to provide for my family.,self,present,negative,neut,negative,fear
15926,I have a feeling...could be the end of our group,self,present,neut,neut,na,sadness
15927,@mshucksmith haha! The element of like it. They'll love it lol where's the meal at?,other,future,positive,neut,positive,surprise
15928,These ppl don't understand!Its canada!It happens RT @kaikaidunn: why does everyone talk about snow like we don't live in canada...,other,present,positive,neut,neut,surprise
15929,"not afraid of tomorrow, for I have seen yesterday and I love today less",self,past,positive,na,neut,fear
15930,The truth of who we are can direct our life from  &amp; instead of letting the ego rule from fear. JaqStone,self,present,negative,neut,neut,joy
15931,@BrunoMars I've just realised I haven't downloaded the latest Twitter update and now you've given me the fear!!  happyplace,self,past,negative,neut,neut,fear
15932,facebook isnt fucking tumblr you dont just put 'waiting 4 ma gal to come round' with a picture of you posing omfg,other,present,negative,neut,neut,anger
15933,I think I'm the only girl whose mom won't let her go shopping on Black Friday.,self,present,neut,neut,neut,joy
15934,Ha ha I'm about to go to his house while he sleep from that 12 hour shift!,other,present,neut,neut,na,surprise
15935,Join us Thursday December 15 at 7pm for our Children's Christmas program!! :-) kids LegacyOfLove Worship,other,present,neut,neut,neut,joy
15936,Wow that's a long ass time!RT @murphylee: Y? i been one since 98 RT @CrazeLegs07: @murphylee You're a vegan??,other,na,neut,na,na,surprise
15937,@Tweak81 fucking sparkly shit that makes them look like they've had a run in with a snowglobe. xx,other,present,negative,neut,na,anger
15938,legs are killing me and I'm on the animal unit allday tommorrow,other,present,negative,neut,na,sadness
15939,ok i still cant find my car max building up,self,present,neut,neut,neut,anger
15940,"is very infectious; therefore, be always full of joy.~Mother Teresa Quotes",other,na,neut,na,na,joy
15941,"“I don’t the man who practiced 10,000 kicks one time.  I fear the man who has practiced one kick 10,000 times” – Bruce Lee quotes",self,past,negative,neut,negative,fear
15942,Holding on to is like grasping Hot coal with intention of throwing it at someone else.... YOU ARE THE ONE WHO GET BURNED,other,present,positive,negative,na,anger
15943,So happy I only have 2 shifts next week......but then my mood dies cause I remember I'm going to be a mother all weekend,self,present,positive,neut,neut,joy
15944,Michael Knight's face is the result of horrible disfigurement after getting shot in the head.  themoreyouknow,other,present,negative,neut,na,joy
15945,"&quot;Macro is the driving force behind the markets rather than fundamentals&quot;, Paulson's letter apologizing to investors.&xA;PERFORMANCE",other,present,neut,neut,na,fear
15946,"People really should be able to turn their emotions off, they just mess things up!!:((",other,present,negative,neut,na,sadness
15947,Dinner with mom..this is nice..lol,other,na,neut,na,na,surprise
15948,"Y ese fue el último update al SVN de Circus Charlie, ya me da nostalgia",other,na,neut,na,na,sadness
15949,@LeanneHaasen Maybe I will. Might wanna check your garden when you get home,other,present,neut,neut,neut,surprise
15950,";) yop RT @nikitajadhav: Dost ho tho tere jaisa RT @Damage_Piece:  pee,k jaana tere,dad k pass...RT @nikitajadhav",other,na,neut,na,na,surprise
15951,I realized it's  night - always realize that right before bed. Now waiting for my shot to warm up...,self,present,positive,neut,neut,joy
15952,BCPE. New Women's Christmas. Christmas sweaters and shirts. Nutcracker with ST family. ST Christmas party. Christmas music. 22 days.,other,na,neut,na,na,joy
15953,due today. Also the rent.,other,na,neut,na,na,surprise
15954,Gotta get on this early flight back to GA tomorrow. at least I'll be back home in a couple of weeks for a real break,other,present,negative,neut,neut,sadness
15955,"Eigenlijk logisch dat de lijmpogingen erg moeizaam gaan, het wordt een Ajax-shirt.",other,na,neut,na,na,surprise
15956,"nog meer uitval. nu lekker 'deddelen' met ballonnen, kranten en behangselplak maken. mijn favoriete bezigheid van het jaar!",other,na,neut,na,na,surprise
15957,11 days until my new site relaunch. in my heart!,other,na,neut,na,na,joy
15958,@_ElectronOrbit @My_NonExistence  Marcel is tryinng to sound smart lls U know u used Gooogle boyyy!,other,present,positive,neut,na,joy
15959,"The office is on Buble countdown, he's gonna be singing live on Radio 1.",other,present,neut,neut,na,joy
15960,Sharting great expectations today,other,present,positive,positive,neut,joy
15961,"thanks, twitter. I just spent the last hour of a wonderful nap with baby thinking about honor killing.",self,past,positive,positive,neut,joy
15962,One hour of club tomorrow. &lt;3,other,na,neut,na,na,joy
15963,Eindelijk aan m'n begonnen. Het principe 'Wrestle in the Centre of the Ring' (Dr Inamori) is nog immer niet aan mij besteed.,other,na,neut,na,na,surprise
15964,Hey it's one hour after taking my birth control and now I'm starving just kidding it happens every day,self,present,negative,neut,neut,surprise
15965,If you have a journal don't read the past. :(,other,past,neut,neut,neut,sadness
15966,@greygreyella i hope its true. And i read from somewhere that he said he's gonna have a for fans aft Christmas.,self,present,neut,neut,neut,surprise
15967,"Muchos culpan y recriminan el armamento, pero el problema del hombre no está en las armas....está en su corazón.",other,na,neut,na,na,sadness
15968,About to take my final in my Bio lab and no more coming bck....yayyy,other,present,neut,neut,neut,joy
15969,Thanksgiving at Christ's giving!,other,present,neut,na,na,joy
15970,Cultivate an attitude of  be sincere in all that you do &amp; do it with  see how wonderful that feels - grace peace,other,present,positive,positive,na,joy
15971,I gained reign over the demon that sought refuge in the domain of my thoughts by invoking its name.,self,past,positive,neut,neut,anger
15972,Raphael admitted on instagram he ate a whole box of chocolate today. What a sicko. perversion selfloathing,other,past,negative,neut,neut,disgust
15973,hate it when I google my dream and the meanings can relate to my life,self,present,negative,neut,neut,fear
15974,Twerk Team is trending....guess whenever lil girls aint get'n pregnant..they Twerking! SaySomethin,other,present,neut,neut,neut,sadness
15975,This past week on twitter has shown me how fake ppl are in ATL...,other,past,negative,negative,na,disgust
15976,looking halfway decent today..,other,present,positive,positive,na,surprise
15977,&quot;@ThinkMoneyOTG:  2 shot dead on Virginia Tech campus (BLOG)&quot;,other,na,negative,na,na,sadness
15978,Happy thanksgiving to all u sad people tht r looking at my twitter when u can be eating,other,present,negative,neut,neut,sadness
15979,"Morning! I'm doing just fine everyone, no need to worry! Deactivating my FB is not the end of the world!! ^_^  love",self,present,positive,neut,na,joy
15980,Red lines across my tv make me wanna top my self,self,present,positive,neut,na,anger
15981,happy thanksgiving y'all. be thankful.,other,na,positive,na,na,joy
15982,Time to study once again. Except this time for Anne's class.,other,present,neut,na,neut,joy
15983,Bought my first xmas gifts today!! So full of I love christmas time!!,self,past,positive,neut,positive,joy
15984,christmas decorating and work alll night,other,present,positive,neut,na,joy
15985,"How did I not realize that I was sitting behind this beautiful ginger man? Oh fuck, he just read my mind and put his hood on.",self,present,positive,neut,neut,sadness
15986,"awesome, angelic attitude... chin UP... reciting the beatitudes, eyes closed to malevolence, Eye open in gratitude. inbloom",other,present,positive,neut,positive,joy
15987,I'm sooooooo sleeepy but I don't want the weekend to end,other,present,neut,neut,neut,joy
15988,Bring on the debate of Ecuador. Coffee was promised; theres none.,other,past,positive,neut,positive,sadness
15989,Court. -_- apparently you can get charged and arrested for getting hit first and thn fighting back noregrets,other,past,neut,neut,neut,joy
15990,"Lying in bed and just picked up a my glass and drank out of it, I thought it was water and it was cherry coke.",self,past,neut,neut,neut,surprise
15991,Can't wait till factor,other,present,neut,neut,na,fear
15992,Traffic stinks. At least I get to be in a confined space and listen 2 @GOPTaylor scream at @newenglandpats radio.,self,present,negative,negative,negative,joy
15993,Your Girl Booty Like A Pancake Flat FlapJack,other,na,neut,na,na,joy
15994,Now currently down to a maximum of 4 hours of sleep before my first day of training.,other,na,neut,na,na,joy
15995,Now for a shitty bus journey consisting of a strangers arse in my face.,other,present,negative,neut,na,joy
15996,screw this. im done. 4 hours of sleep killme,other,past,neut,neut,na,joy
15997," will never break the will of the people. With every death, they become more determined. was beaten back in January Nov19 Egypt",other,past,negative,neut,neut,fear
15998,"I don't wanna jinx it, but I'm having a great week so far. Life's on the uphill. Fingers crossed that it stays that way.",self,present,positive,neut,na,joy
15999,"Scared of drugs , because I'm scared too drink. jasminesullivan",other,na,negative,na,na,fear
16000,"I am blessed to work where I do, but home is where the heart is!  Glad to be home!",self,past,positive,neut,na,joy
16001,@jaredleto I can't access Ustream so yet again I miss out first I missed the concert in south africa now I can't even see  :(,self,present,negative,neut,neut,sadness
16002,not even half way through my work going to be at it all night at this rate,other,present,positive,na,na,joy
16003,In every   there is  &amp; there is knowing that the job got done. Yo Mick! What round is this?,other,past,neut,neut,na,joy
16004,I just want time for Christmas. Time and happiness,self,present,positive,positive,neut,joy
16005,Nothing like a morning argument for breakfast Asshole smh,other,na,positive,na,na,joy
16006,WHAT THE FUCKINGGGGGGGGG FUCKK!! x-factor is racist and stupid.. And fixed ChucksMic,other,na,negative,na,na,anger
16007,"Nothing more beautiful than seeing the on children's faces as they decorate the  Christmas tree, filled with hope and anticipation.",other,present,positive,neut,neut,joy
